"Population, ages 65 and older (millions)"
"138","Congo","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1",""
"179","Congo (Democratic Republic of the)","1.0","","1.2","","1.4","","1.6","","1.9","","2.0","","2.1","","2.2","","2.2","","2.3","","2.4","","2.5","","2.5",""
"68","Costa Rica","0.1","","0.2","","0.2","","0.3","","0.3","","0.3","","0.4","","0.4","","0.4","","0.4","","0.4","","0.5","","0.5",""
"46","Croatia","0.6","","0.6","","0.7","","0.8","","0.8","","0.8","","0.8","","0.8","","0.8","","0.8","","0.8","","0.8","","0.8",""
"72","Cuba","1.0","","1.0","","1.1","","1.2","","1.4","","1.4","","1.5","","1.5","","1.6","","1.6","","1.6","","1.7","","1.7",""
"31","Cyprus","0.1"," c","0.1"," c","0.1"," c","0.1"," c","0.1"," c","0.1"," c","0.1"," c","0.1"," c","0.1"," c","0.1"," c","0.2"," c","0.2"," c","0.2"," c"
"26","Czechia","1.3","","1.4","","1.4","","1.4","","1.6","","1.7","","1.7","","1.8","","1.9","","1.9","","2.0","","2.0","","2.1",""
"165","Côte d'Ivoire","0.3","","0.4","","0.5","","0.5","","0.6","","0.6","","0.6","","0.6","","0.6","","0.7","","0.7","","0.7","","0.7",""
"11","Denmark","0.8","","0.8","","0.8","","0.8","","0.9","","1.0","","1.0","","1.0","","1.1","","1.1","","1.1","","1.1","","1.1",""
"171","Djibouti","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0",""
"89","Dominican Republic","0.3","","0.3","","0.4","","0.5","","0.6","","0.6","","0.6","","0.6","","0.6","","0.7","","0.7","","0.7","","0.8",""
"85","Ecuador","0.4","","0.5","","0.6","","0.7","","0.9","","0.9","","1.0","","1.0","","1.0","","1.1","","1.1","","1.2","","1.2",""
"116","Egypt","2.6","","3.0","","3.4","","3.7","","4.0","","4.1","","4.3","","4.4","","4.6","","4.7","","4.9","","5.0","","5.1",""
"124","El Salvador","0.2","","0.3","","0.3","","0.4","","0.4","","0.4","","0.5","","0.5","","0.5","","0.5","","0.5","","0.5","","0.5",""
"144","Equatorial Guinea","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0",""
"182","Eritrea","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.2","","0.2",""
"30","Estonia","0.2","","0.2","","0.2","","0.2","","0.2","","0.2","","0.2","","0.2","","0.2","","0.2","","0.3","","0.3","","0.3",""
"138","Eswatini (Kingdom of)","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0",""
"173","Ethiopia","1.5","","1.8","","2.1","","2.4","","2.9","","3.0","","3.1","","3.2","","3.4","","3.5","","3.6","","3.7","","3.8",""
"98","Fiji","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0",""
"12","Finland","0.7"," d","0.7"," d","0.8"," d","0.8"," d","0.9"," d","1.0"," d","1.0"," d","1.0"," d","1.1"," d","1.1"," d","1.1"," d","1.2"," d","1.2"," d"
"26","France","8.0","","8.8","","9.5","","10.1","","10.6","","10.8","","11.1","","11.5","","11.8","","12.2","","12.5","","12.8","","13.0",""
"115","Gabon","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1",""
"174","Gambia","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1",""
"70","Georgia","0.5"," e","0.6"," e","0.6"," e","0.6"," e","0.6"," e","0.6"," e","0.6"," e","0.6"," e","0.6"," e","0.6"," e","0.6"," e","0.6"," e","0.6"," e"
"4","Germany","11.8","","12.6","","13.4","","15.4","","16.6","","16.7","","16.9","","17.0","","17.2","","17.4","","17.5","","17.7","","17.8",""
"142","Ghana","0.4","","0.5","","0.6","","0.6","","0.7","","0.7","","0.8","","0.8","","0.8","","0.8","","0.9","","0.9","","0.9",""
"32","Greece","1.4","","1.6","","1.8","","2.0","","2.1","","2.1","","2.1","","2.2","","2.2","","2.2","","2.2","","2.3","","2.3",""
"78","Grenada","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0",""
"126","Guatemala","0.3","","0.4","","0.5","","0.5","","0.6","","0.6","","0.7","","0.7","","0.7","","0.7","","0.8","","0.8","","0.8",""
"174","Guinea","0.2","","0.3","","0.3","","0.3","","0.3","","0.3","","0.3","","0.3","","0.3","","0.3","","0.3","","0.4","","0.4",""
"178","Guinea-Bissau","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.1","","0.1",""
"123","Guyana","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.1",""
"169","Haiti","0.3","","0.3","","0.3","","0.4","","0.4","","0.5","","0.5","","0.5","","0.5","","0.5","","0.5","","0.5","","0.6",""
"132","Honduras","0.2","","0.2","","0.2","","0.3","","0.3","","0.3","","0.4","","0.4","","0.4","","0.4","","0.4","","0.4","","0.5",""
"4","Hong Kong, China (SAR)","0.5","","0.6","","0.7","","0.8","","0.9","","0.9","","1.0","","1.0","","1.0","","1.1","","1.1","","1.2","","1.2",""
"43","Hungary","1.4","","1.5","","1.5","","1.6","","1.6","","1.6","","1.6","","1.7","","1.7","","1.7","","1.8","","1.8","","1.9",""
"6","Iceland","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.1",""
"129","India","33.2","","38.9","","46.1","","54.4","","62.7","","64.7","","66.7","","68.7","","71.0","","73.6","","76.7","","80.1","","83.6",""
"111","Indonesia","6.8","","8.2","","9.9","","10.9","","12.0","","12.4","","12.7","","13.1","","13.5","","13.9","","14.4","","15.0","","15.7",""
"65","Iran (Islamic Republic of)","1.9","","2.3","","2.9","","3.3","","3.8","","3.9","","4.1","","4.2","","4.4","","4.6","","4.7","","4.9","","5.1",""
"120","Iraq","0.7","","0.7","","0.8","","0.9","","1.0","","1.0","","1.0","","1.0","","1.1","","1.1","","1.2","","1.2","","1.3",""
"3","Ireland","0.4","","0.4","","0.4","","0.4","","0.5","","0.5","","0.5","","0.6","","0.6","","0.6","","0.6","","0.6","","0.7",""
"22","Israel","0.4","","0.5","","0.6","","0.7","","0.8","","0.8","","0.8","","0.8","","0.9","","0.9","","0.9","","1.0","","1.0",""
"29","Italy","8.5","","9.5","","10.4","","11.5","","12.1","","12.3","","12.6","","12.8","","13.1","","13.3","","13.5","","13.7","","13.8",""
"96","Jamaica","0.2","","0.2","","0.2","","0.2","","0.2","","0.2","","0.2","","0.2","","0.2","","0.2","","0.3","","0.3","","0.3",""
"19","Japan","14.8","","18.1","","21.7","","25.2","","28.9","","29.8","","30.7","","31.6","","32.5","","33.3","","34.0","","34.6","","35.1",""
"102","Jordan","0.1","","0.1","","0.2","","0.2","","0.3","","0.3","","0.3","","0.3","","0.3","","0.3","","0.4","","0.4","","0.4",""
"50","Kazakhstan","1.0","","1.1","","1.0","","1.2","","1.1","","1.1","","1.1","","1.2","","1.2","","1.2","","1.2","","1.3","","1.4",""
"147","Kenya","0.6","","0.7","","0.7","","0.8","","0.8","","0.8","","0.9","","0.9","","1.0","","1.0","","1.1","","1.1","","1.2",""
"132","Kiribati","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0",""
"..","Korea (Democratic People's Rep. of)","0.9","","1.1","","1.4","","1.8","","2.1","","2.2","","2.3","","2.4","","2.4","","2.4","","2.4","","2.4","","2.4",""
"22","Korea (Republic of)","2.2","","2.7","","3.4","","4.3","","5.3","","5.5","","5.8","","6.0","","6.3","","6.5","","6.8","","7.1","","7.4",""
"57","Kuwait","0.0","","0.0","","0.0","","0.0","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1",""
"122","Kyrgyzstan","0.2","","0.3","","0.3","","0.3","","0.2","","0.2","","0.2","","0.2","","0.3","","0.3","","0.3","","0.3","","0.3",""
"140","Lao People's Democratic Republic","0.1","","0.2","","0.2","","0.2","","0.2","","0.2","","0.2","","0.2","","0.3","","0.3","","0.3","","0.3","","0.3",""
"39","Latvia","0.3","","0.3","","0.4","","0.4","","0.4","","0.4","","0.4","","0.4","","0.4","","0.4","","0.4","","0.4","","0.4",""
"93","Lebanon","0.1","","0.2","","0.2","","0.3","","0.3","","0.3","","0.3","","0.4","","0.4","","0.4","","0.4","","0.5","","0.5",""
"164","Lesotho","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1",""
"176","Liberia","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.2","","0.2",""
"110","Libya","0.1","","0.2","","0.2","","0.2","","0.3","","0.3","","0.3","","0.3","","0.3","","0.3","","0.3","","0.3","","0.3",""
"34","Lithuania","0.4","","0.4","","0.5","","0.5","","0.5","","0.5","","0.5","","0.5","","0.5","","0.5","","0.5","","0.5","","0.6",""
"21","Luxembourg","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1",""
"162","Madagascar","0.4","","0.4","","0.5","","0.5","","0.6","","0.6","","0.6","","0.6","","0.7","","0.7","","0.7","","0.7","","0.8",""
"172","Malawi","0.3","","0.3","","0.3","","0.4","","0.4","","0.4","","0.4","","0.4","","0.4","","0.4","","0.5","","0.5","","0.5",""
"61","Malaysia","0.7"," f","0.8"," f","0.9"," f","1.1"," f","1.4"," f","1.5"," f","1.5"," f","1.6"," f","1.7"," f","1.8"," f","1.9"," f","2.0"," f","2.1"," f"
"104","Maldives","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0",""
"184","Mali","0.3","","0.4","","0.4","","0.4","","0.4","","0.4","","0.4","","0.4","","0.4","","0.4","","0.5","","0.5","","0.5",""
"28","Malta","0.0","","0.0","","0.0","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1",""
"161","Mauritania","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1",""
"66","Mauritius","0.1"," g","0.1"," g","0.1"," g","0.1"," g","0.1"," g","0.1"," g","0.1"," g","0.1"," g","0.1"," g","0.1"," g","0.1"," g","0.1"," g","0.1"," g"
"76","Mexico","3.6","","4.3","","5.1","","6.0","","7.0","","7.2","","7.4","","7.7","","7.9","","8.2","","8.5","","8.8","","9.1",""
"135","Micronesia (Federated States of)","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0",""
"107","Moldova (Republic of)","0.4"," h","0.4"," h","0.4"," h","0.4"," h","0.4"," h","0.4"," h","0.4"," h","0.4"," h","0.4"," h","0.4"," h","0.4"," h","0.4"," h","0.5"," h"
"92","Mongolia","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1",""
"52","Montenegro","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1",""
"121","Morocco","1.0","","1.3","","1.5","","1.8","","2.0","","2.0","","2.1","","2.1","","2.1","","2.2","","2.3","","2.4","","2.5",""
"180","Mozambique","0.5","","0.5","","0.6","","0.7","","0.7","","0.7","","0.7","","0.8","","0.8","","0.8","","0.8","","0.8","","0.9",""
"145","Myanmar","1.6","","1.9","","2.1","","2.3","","2.4","","2.5","","2.5","","2.6","","2.6","","2.7","","2.8","","3.0","","3.1",""
"130","Namibia","0.0","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1",""
"147","Nepal","0.7","","0.8","","0.9","","1.1","","1.4","","1.4","","1.4","","1.4","","1.5","","1.5","","1.5","","1.6","","1.6",""
"10","Netherlands","1.9","","2.0","","2.2","","2.3","","2.6","","2.7","","2.8","","2.9","","2.9","","3.0","","3.1","","3.2","","3.3",""
"14","New Zealand","0.4","","0.4","","0.5","","0.5","","0.6","","0.6","","0.6","","0.6","","0.7","","0.7","","0.7","","0.7","","0.7",""
"126","Nicaragua","0.1","","0.2","","0.2","","0.2","","0.3","","0.3","","0.3","","0.3","","0.3","","0.3","","0.3","","0.3","","0.3",""
"189","Niger","0.2","","0.2","","0.3","","0.3","","0.4","","0.4","","0.5","","0.5","","0.5","","0.5","","0.5","","0.6","","0.6",""
"158","Nigeria","2.7","","3.1","","3.4","","3.8","","4.3","","4.5","","4.6","","4.7","","4.9","","5.0","","5.1","","5.2","","5.4",""
"82","North Macedonia","0.1","","0.2","","0.2","","0.2","","0.2","","0.2","","0.2","","0.3","","0.3","","0.3","","0.3","","0.3","","0.3",""
"1","Norway","0.7"," i","0.7"," i","0.7"," i","0.7"," i","0.7"," i","0.7"," i","0.8"," i","0.8"," i","0.8"," i","0.8"," i","0.9"," i","0.9"," i","0.9"," i"
"47","Oman","0.0","","0.0","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1",""
"152","Pakistan","4.2","","4.9","","5.7","","6.6","","7.6","","7.8","","8.0","","8.2","","8.4","","8.6","","8.8","","9.0","","9.2",""
"119","Palestine, State of","0.0"," j","0.1"," j","0.1"," j","0.1"," j","0.1"," j","0.1"," j","0.1"," j","0.1"," j","0.1"," j","0.1"," j","0.1"," j","0.1"," j","0.2"," i"
"67","Panama","0.1","","0.1","","0.2","","0.2","","0.2","","0.3","","0.3","","0.3","","0.3","","0.3","","0.3","","0.3","","0.3",""
"155","Papua New Guinea","0.1","","0.2","","0.2","","0.2","","0.2","","0.2","","0.3","","0.3","","0.3","","0.3","","0.3","","0.3","","0.3",""
"98","Paraguay","0.2","","0.2","","0.2","","0.3","","0.3","","0.3","","0.3","","0.4","","0.4","","0.4","","0.4","","0.4","","0.4",""
"82","Peru","0.9","","1.1","","1.3","","1.5","","1.8","","1.9","","1.9","","2.0","","2.1","","2.2","","2.3","","2.5","","2.6",""
"106","Philippines","1.9","","2.2","","2.5","","3.0","","3.9","","4.0","","4.2","","4.3","","4.5","","4.7","","4.9","","5.2","","5.5",""
"32","Poland","3.8","","4.2","","4.6","","5.0","","5.2","","5.3","","5.4","","5.6","","5.8","","6.0","","6.2","","6.4","","6.6",""
"40","Portugal","1.4","","1.5","","1.7","","1.8","","2.0","","2.0","","2.0","","2.1","","2.1","","2.2","","2.2","","2.2","","2.3",""
"41","Qatar","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0",""
"52","Romania","2.4","","2.8","","3.0","","3.3","","3.2","","3.2","","3.2","","3.3","","3.3","","3.4","","3.4","","3.5","","3.6",""
"49","Russian Federation","15.2","","18.0","","18.2","","19.9","","18.8","","18.8","","18.9","","19.1","","19.3","","19.7","","20.2","","20.8","","21.4",""
"157","Rwanda","0.2","","0.2","","0.3","","0.2","","0.3","","0.3","","0.3","","0.3","","0.3","","0.3","","0.3","","0.3","","0.4",""
"89","Saint Lucia","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0",""
"94","Saint Vincent and the Grenadines","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0",""
"111","Samoa","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0",""
"137","Sao Tome and Principe","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0",""
"36","Saudi Arabia","0.5","","0.5","","0.6","","0.7","","0.8","","0.8","","0.9","","0.9","","0.9","","1.0","","1.0","","1.1","","1.1",""
"166","Senegal","0.2","","0.3","","0.3","","0.4","","0.4","","0.4","","0.4","","0.4","","0.4","","0.4","","0.5","","0.5","","0.5",""
"63","Serbia","0.9"," k","1.1"," k","1.3"," k","1.3"," k","1.3"," k","1.3"," k","1.4"," k","1.4"," k","1.5"," k","1.5"," k","1.5"," k","1.6"," k","1.6"," k"
"62","Seychelles","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0",""
"181","Sierra Leone","0.2","","0.1","","0.2","","0.2","","0.2","","0.2","","0.2","","0.2","","0.2","","0.2","","0.2","","0.2","","0.2",""
"9","Singapore","0.2","","0.2","","0.3","","0.3","","0.4","","0.4","","0.4","","0.5","","0.5","","0.5","","0.6","","0.6","","0.7",""
"36","Slovakia","0.5","","0.6","","0.6","","0.6","","0.7","","0.7","","0.7","","0.7","","0.7","","0.8","","0.8","","0.8","","0.9",""
"24","Slovenia","0.2","","0.2","","0.3","","0.3","","0.3","","0.3","","0.4","","0.4","","0.4","","0.4","","0.4","","0.4","","0.4",""
"153","Solomon Islands","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0",""
"..","Somalia","0.2","","0.2","","0.2","","0.3","","0.3","","0.3","","0.3","","0.4","","0.4","","0.4","","0.4","","0.4","","0.4",""
"113","South Africa","1.5","","1.8","","2.0","","2.2","","2.4","","2.5","","2.6","","2.6","","2.7","","2.8","","2.9","","3.0","","3.1",""
"186","South Sudan","0.2","","0.2","","0.2","","0.2","","0.3","","0.3","","0.3","","0.4","","0.4","","0.4","","0.4","","0.4","","0.4",""
"25","Spain","5.2"," l","6.0"," l","6.8"," l","7.3"," l","8.0"," l","8.2"," l","8.3"," l","8.4"," l","8.6"," l","8.7"," l","8.8"," l","8.9"," l","9.0"," l"
"71","Sri Lanka","0.9","","1.1","","1.2","","1.3","","1.5","","1.6","","1.7","","1.8","","1.9","","2.0","","2.1","","2.1","","2.2",""
"168","Sudan","0.6","","0.7","","0.8","","1.0","","1.1","","1.2","","1.2","","1.3","","1.3","","1.3","","1.4","","1.4","","1.5",""
"98","Suriname","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0",""
"8","Sweden","1.5","","1.5","","1.5","","1.6","","1.7","","1.8","","1.8","","1.8","","1.9","","1.9","","2.0","","2.0","","2.0",""
"2","Switzerland","1.0","","1.0","","1.1","","1.2","","1.3","","1.4","","1.4","","1.4","","1.5","","1.5","","1.5","","1.6","","1.6",""
"154","Syrian Arab Republic","0.4","","0.5","","0.5","","0.6","","0.7","","0.7","","0.7","","0.7","","0.7","","0.7","","0.7","","0.7","","0.8",""
"125","Tajikistan","0.2","","0.2","","0.2","","0.3","","0.2","","0.2","","0.2","","0.2","","0.2","","0.2","","0.3","","0.3","","0.3",""
"159","Tanzania (United Republic of)","0.7"," m","0.8"," m","0.9"," m","1.0"," m","1.1"," m","1.1"," m","1.2"," m","1.2"," m","1.3"," m","1.3"," m","1.4"," m","1.4"," m","1.5"," m"
"77","Thailand","2.6","","3.3","","4.1","","5.1","","6.0","","6.2","","6.4","","6.7","","7.0","","7.3","","7.6","","7.9","","8.3",""
"131","Timor-Leste","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1",""
"167","Togo","0.1","","0.1","","0.1","","0.2","","0.2","","0.2","","0.2","","0.2","","0.2","","0.2","","0.2","","0.2","","0.2",""
"105","Tonga","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0",""
"63","Trinidad and Tobago","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1",""
"91","Tunisia","0.4","","0.5","","0.7","","0.7","","0.8","","0.8","","0.8","","0.8","","0.8","","0.9","","0.9","","0.9","","1.0",""
"59","Turkey","2.5","","3.0","","3.9","","4.5","","5.2","","5.4","","5.5","","5.7","","5.9","","6.2","","6.4","","6.7","","7.0",""
"108","Turkmenistan","0.1","","0.2","","0.2","","0.2","","0.2","","0.2","","0.2","","0.2","","0.2","","0.2","","0.2","","0.2","","0.3",""
"159","Uganda","0.4","","0.5","","0.5","","0.5","","0.6","","0.6","","0.6","","0.7","","0.7","","0.7","","0.8","","0.8","","0.8",""
"88","Ukraine","6.2"," n","6.9"," n","6.7"," n","7.5"," n","7.2"," n","7.1"," n","7.1"," n","7.1"," n","7.0"," n","7.0"," n","7.1"," n","7.2"," n","7.3"," n"
"35","United Arab Emirates","0.0","","0.0","","0.0","","0.0","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1",""
"15","United Kingdom","9.0","","9.2","","9.4","","9.7","","10.5","","10.8","","11.0","","11.3","","11.6","","11.8","","12.0","","12.2","","12.4",""
"15","United States","31.8","","33.6","","34.7","","36.3","","40.1","","41.3","","42.6","","44.0","","45.5","","47.0","","48.6","","50.1","","51.7",""
"57","Uruguay","0.4","","0.4","","0.4","","0.5","","0.5","","0.5","","0.5","","0.5","","0.5","","0.5","","0.5","","0.5","","0.5",""
"108","Uzbekistan","0.8","","1.0","","1.1","","1.3","","1.3","","1.3","","1.3","","1.2","","1.2","","1.3","","1.3","","1.4","","1.4",""
